"ENTITY_CD","ENTITY_NAME","YEAR","NUM_ELL","PER_ELL","NUM_AM_IND","PER_AM_IND","NUM_BLACK","PER_BLACK","NUM_HISP","PER_HISP","NUM_ASIAN","PER_ASIAN","NUM_WHITE","PER_WHITE","NUM_Multi","PER_Multi","NUM_SWD","PER_SWD","NUM_FEMALE","PER_FEMALE","NUM_MALE","PER_MALE","NUM_ECDIS","PER_ECDIS","NUM_MIGRANT","PER_MIGRANT","NUM_HOMELESS","PER_HOMELESS","NUM_FOSTER","PER_FOSTER","NUM_ARMED","PER_ARMED"
"280213020000","VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT","2017","106","5","8","0","475","23","563","27","369","18","572","28","62","3",276,13,1018,50,1031,50,620,30,,,,,,,,
"280213020001","JAMES A DEVER SCHOOL","2017","20","4","3","1","76","16","120","25","62","13","219","45","9","2",75,15,233,48,256,52,108,22,,,,,,,,
"280213020002","HOWELL ROAD SCHOOL","2017","47","8","2","0","212","38","131","24","148","27","46","8","15","3",61,11,278,50,276,50,234,42,,,,,,,,
"280213020003","WHEELER AVENUE SCHOOL","2017","24","4","3","1","143","25","196","35","103","18","98","17","24","4",58,10,282,50,285,50,179,32,,,,,,,,
"280213020004","WILLOW ROAD SCHOOL","2017","15","3","0","0","44","10","116","26","56","13","209","48","14","3",82,19,225,51,214,49,99,23,,,,,,,,
"280214030000","HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT","2017","106","4","6","0","240","8","442","15","313","10","1917","64","68","2",429,14,1395,47,1591,53,726,24,,,,,,,,
"280214030001","FRANKLIN EARLY CHILDHOOD CENTER","2017","29","8","0","0","27","7","57","15","39","11","236","64","12","3",65,18,181,49,190,51,74,20,,,,,,,,
"280214030002","HEWLETT ELEMENTARY SCHOOL","2017","20","4","1","0","26","6","85","19","35","8","291","64","15","3",64,14,209,46,244,54,101,22,,,,,,,,
"280214030003","OGDEN ELEMENTARY SCHOOL","2017","22","6","0","0","42","12","60","17","48","13","199","56","8","2",41,11,157,44,200,56,113,32,,,,,,,,
"280214030006","WOODMERE MIDDLE SCHOOL","2017","15","2","2","0","62","8","100","14","71","10","483","66","15","2",105,14,353,48,380,52,177,24,,,,,,,,
"280214030007","GEORGE W HEWLETT HIGH SCHOOL","2017","20","2","3","0","83","8","140","13","120","11","708","66","18","2",154,14,495,46,577,54,261,24,,,,,,,,
"280215030000","LAWRENCE UNION FREE SCHOOL DISTRICT","2017","528","20","15","1","528","20","1480","56","131","5","451","17","18","1",455,17,1223,47,1400,53,2030,77,,,,,,,,
"280215030002","2 SCHOOL","2017","114","31","5","1","69","19","228","63","13","4","45","12","4","1",43,12,172,47,192,53,322,88,,,,,,,,
"280215030004","4 SCHOOL","2017","50","29","1","1","19","11","112","64","9","5","32","18","2","1",47,27,77,44,98,56,134,77,,,,,,,,
"280215030005","5 SCHOOL","2017","125","22","8","1","98","18","335","60","30","5","87","16","2","0",88,16,273,49,287,51,456,81,,,,,,,,
"280215030007","LAWRENCE SENIOR HIGH SCHOOL","2017","162","17","1","0","202","22","481","51","56","6","191","20","3","0",170,18,429,46,505,54,646,69,,,,,,,,
"280215030008","LAWRENCE MIDDLE SCHOOL","2017","77","13","0","0","140","24","324","55","23","4","96","16","7","1",107,18,272,46,318,54,472,80,,,,,,,,
"280216020000","ELMONT UNION FREE SCHOOL DISTRICT","2017","271","8","8","0","1560","44","1056","30","603","17","238","7","81","2",428,12,1743,49,1803,51,2309,65,,,,,,,,
"280216020001","ALDEN TERRACE SCHOOL","2017","36","9","3","1","224","54","83","20","77","19","10","2","19","5",68,16,188,45,228,55,275,66,,,,,,,,
"280216020002","CLARA H CARLSON SCHOOL","2017","64","8","2","0","335","42","280","35","160","20","17","2","11","1",80,10,405,50,400,50,555,69,,,,,,,,
"280216020003","COVERT AVENUE SCHOOL","2017","68","9","1","0","127","17","302","41","174","24","108","15","21","3",81,11,356,49,377,51,479,65,,,,,,,,
"280216020004","DUTCH BROADWAY SCHOOL","2017","38","5","1","0","491","67","152","21","68","9","7","1","14","2",114,16,351,48,382,52,472,64,,,,,,,,
"280216020006","GOTHAM AVENUE SCHOOL","2017","44","8","0","0","304","57","153","29","60","11","9","2","7","1",43,8,276,52,257,48,358,67,,,,,,,,
"280216020007","STEWART MANOR SCHOOL","2017","21","6","1","0","79","24","86","26","64","20","87","27","9","3",42,13,167,51,159,49,170,52,,,,,,,,
"280217020000","FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT","2017","67","4","13","1","31","2","403","22","179","10","1194","65","27","1",239,13,906,49,941,51,331,18,,,,,,,,
"280217020001","JOHN STREET SCHOOL","2017","15","3","3","1","7","2","88","20","43","10","297","67","3","1",73,17,224,51,217,49,83,19,,,,,,,,
"280217020003","POLK STREET SCHOOL","2017","20","3","4","1","10","2","148","23","58","9","402","63","12","2",60,9,323,51,311,49,108,17,,,,,,,,
"280217020004","WASHINGTON STREET SCHOOL","2017","32","4","6","1","14","2","167","22","78","10","495","64","12","2",106,14,359,47,413,53,140,18,,,,,,,,
"280218030000","GARDEN CITY UNION FREE SCHOOL DISTRICT","2017","25","1","0","0","30","1","165","4","185","5","3378","88","64","2",441,12,1943,51,1879,49,128,3,,,,,,,,
"280218030001","HEMLOCK SCHOOL","2017","4","2","0","0","3","2","2","1","11","6","168","90","3","2",25,13,95,51,92,49,4,2,,,,,,,,
"280218030002","HOMESTEAD SCHOOL","2017","3","1","0","0","0","0","16","7","7","3","201","88","5","2",41,18,113,49,116,51,6,3,,,,,,,,
"280218030003","LOCUST SCHOOL","2017","2","1","0","0","2","1","5","3","13","9","132","87","0","0",23,15,73,48,79,52,5,3,,,,,,,,
"280218030004","STRATFORD AVENUE SCHOOL","2017","1","0","0","0","0","0","21","4","15","3","495","88","30","5",54,10,292,52,269,48,11,2,,,,,,,,
"280218030005","STEWART SCHOOL","2017","5","1","0","0","5","1","21","4","34","6","499","88","8","1",87,15,276,49,291,51,12,2,,,,,,,,
"280218030006","GARDEN CITY MIDDLE SCHOOL","2017","4","0","0","0","10","1","51","5","52","5","872","87","16","2",117,12,511,51,490,49,36,4,,,,,,,,
"280218030007","GARDEN CITY HIGH SCHOOL","2017","6","1","0","0","10","1","49","4","53","5","1011","90","2","0",94,8,583,52,542,48,54,5,,,,,,,,
"280219030000","EAST ROCKAWAY UNION FREE SCHOOL DISTRICT","2017","24","2","1","0","31","3","287","25","46","4","742","65","35","3",142,12,579,51,563,49,298,26,,,,,,,,
"280219030001","RHAME AVENUE ELEMENTARY SCHOOL","2017","0","0","0","0","7","2","80","26","5","2","204","67","9","3",44,14,160,52,145,48,67,22,,,,,,,,
"280219030002","EAST ROCKAWAY JUNIOR-SENIOR HIGH SCHOOL","2017","10","2","1","0","19","4","133","25","26","5","336","64","10","2",82,16,257,49,268,51,149,28,,,,,,,,
"280219030004","CENTRE AVENUE ELEMENTARY SCHOOL","2017","14","4","0","0","5","2","74","24","15","5","202","65","16","5",16,5,162,52,150,48,82,26,,,,,,,,
"280220030000","LYNBROOK UNION FREE SCHOOL DISTRICT","2017","57","2","15","1","111","4","474","17","147","5","1989","71","55","2",387,14,1330,48,1461,52,415,15,,,,,,,,
"280220030001","KINDERGARTEN CENTER","2017","18","9","1","0","3","1","42","21","12","6","138","68","8","4",24,12,96,47,108,53,17,8,,,,,,,,
"280220030002","MARION STREET SCHOOL","2017","6","1","1","0","22","5","63","15","24","6","301","71","14","3",85,20,201,47,224,53,55,13,,,,,,,,
"280220030003","WAVERLY PARK SCHOOL","2017","0","0","0","0","6","3","27","14","7","4","154","79","1","1",16,8,102,52,93,48,14,7,,,,,,,,
"280220030004","WEST END SCHOOL","2017","19","5","6","2","15","4","96","24","18","5","244","62","14","4",44,11,192,49,201,51,78,20,,,,,,,,
"280220030005","LYNBROOK NORTH MIDDLE SCHOOL","2017","3","1","0","0","9","3","73","26","19","7","179","63","3","1",44,16,129,46,154,54,60,21,,,,,,,,
"280220030006","LYNBROOK SOUTH MIDDLE SCHOOL","2017","3","1","1","0","20","5","48","12","23","6","313","76","5","1",57,14,207,50,203,50,53,13,,,,,,,,
"280220030007","LYNBROOK SENIOR HIGH SCHOOL","2017","8","1","6","1","36","4","125","14","44","5","660","75","10","1",117,13,403,46,478,54,138,16,,,,,,,,
"280221030000","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT","2017","51","1","1","0","212","6","427","12","87","2","2715","77","92","3",486,14,1704,48,1830,52,487,14,,,,,,,,
"280221030001","SOUTH SIDE HIGH SCHOOL","2017","9","1","0","0","78","7","129","12","38","3","839","76","18","2",173,16,536,49,566,51,170,15,,,,,,,,
"280221030002","SOUTH SIDE MIDDLE SCHOOL","2017","8","1","0","0","41","5","89","11","20","2","644","80","16","2",147,18,383,47,427,53,113,14,,,,,,,,
"280221030003","WATSON SCHOOL","2017","5","2","0","0","28","9","47","16","6","2","204","69","10","3",39,13,150,51,145,49,60,20,,,,,,,,
"280221030004","RIVERSIDE SCHOOL","2017","8","5","0","0","8","5","54","31","4","2","96","55","11","6",25,14,80,46,93,54,43,25,,,,,,,,
"280221030005","HEWITT SCHOOL","2017","0","0","1","0","31","7","31","7","2","0","385","83","13","3",39,8,220,48,243,52,41,9,,,,,,,,
"280221030006","WILLIAM S COVERT SCHOOL","2017","14","5","0","0","22","7","42","14","5","2","218","74","7","2",29,10,147,50,147,50,38,13,,,,,,,,
"280221030008","WILSON SCHOOL","2017","7","2","0","0","4","1","35","9","12","3","329","83","17","4",34,9,188,47,209,53,22,6,,,,,,,,
"280222020000","FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT","2017","18","1","0","0","60","4","212","15","232","16","938","64","20","1",186,13,699,48,763,52,234,16,,,,,,,,
"280222020001","FLORAL PARK-BELLEROSE SCHOOL","2017","2","0","0","0","42","5","97","12","114","14","576","68","12","1",99,12,410,49,431,51,105,12,,,,,,,,
"280222020002","JOHN LEWIS CHILDS SCHOOL","2017","16","3","0","0","18","3","115","19","118","19","362","58","8","1",87,14,289,47,332,53,129,21,,,,,,,,
"280223030000","WANTAGH UNION FREE SCHOOL DISTRICT","2017","19","1","1","0","4","0","198","7","78","3","2622","88","63","2",385,13,1476,50,1490,50,215,7,,,,,,,,
"280223030001","FOREST LAKE SCHOOL","2017","2","1","0","0","1","0","33","9","7","2","312","84","20","5",48,13,182,49,191,51,22,6,,,,,,,,
"280223030002","MANDALAY SCHOOL","2017","2","1","1","0","1","0","21","8","8","3","225","87","4","2",20,8,134,52,126,48,17,7,,,,,,,,
"280223030004","WANTAGH SCHOOL","2017","12","2","0","0","0","0","54","8","15","2","549","86","24","4",86,13,325,51,317,49,39,6,,,,,,,,
"280223030005","WANTAGH SENIOR HIGH SCHOOL","2017","2","0","0","0","0","0","53","5","26","3","913","91","6","1",130,13,498,50,500,50,79,8,,,,,,,,
"280223030006","WANTAGH MIDDLE SCHOOL","2017","1","0","0","0","2","0","37","5","22","3","623","90","9","1",101,15,337,49,356,51,58,8,,,,,,,,
"280224020000","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","2017","96","9","2","0","255","23","433","39","155","14","247","22","23","2",137,12,542,49,573,51,475,43,,,,,,,,
"280224020001","BROOKLYN AVENUE SCHOOL","2017","35","10","2","1","81","23","161","47","29","8","65","19","7","2",29,8,176,51,169,49,193,56,,,,,,,,
"280224020003","ROBERT W CARBONARO SCHOOL","2017","35","8","0","0","91","22","144","34","75","18","101","24","7","2",45,11,201,48,217,52,150,36,,,,,,,,
"280224020004","WILLIAM L BUCK SCHOOL","2017","26","7","0","0","83","24","128","36","51","14","81","23","9","3",63,18,165,47,187,53,132,38,,,,,,,,
"280225020000","MERRICK UNION FREE SCHOOL DISTRICT","2017","28","2","0","0","25","2","96","7","72","5","1264","86","13","1",204,14,722,49,748,51,71,5,,,,,,,,
"280225020001","BIRCH SCHOOL","2017","10","2","0","0","12","2","40","7","26","5","458","84","8","1",87,16,250,46,294,54,23,4,,,,,,,,
"280225020002","NORMAN J LEVY LAKESIDE SCHOOL","2017","5","1","0","0","8","2","14","3","18","3","474","92","1","0",63,12,259,50,256,50,12,2,,,,,,,,
"280225020003","CHATTERTON SCHOOL","2017","13","3","0","0","5","1","42","10","28","7","332","81","4","1",54,13,213,52,198,48,36,9,,,,,,,,
"280226030000","ISLAND TREES UNION FREE SCHOOL DISTRICT","2017","70","3","3","0","36","2","399","18","217","10","1587","71","4","0",228,10,1104,49,1142,51,560,25,,,,,,,,
"280226030002","ISLAND TREES MIDDLE SCHOOL","2017","19","3","0","0","10","1","118","16","66","9","533","73","0","0",71,10,367,50,360,50,189,26,,,,,,,,
"280226030003","MICHAEL F STOKES SCHOOL","2017","22","5","2","0","10","2","88","19","50","11","309","67","1","0",39,8,213,46,247,54,111,24,,,,,,,,
"280226030004","J FRED SPARKE SCHOOL","2017","14","5","0","0","4","1","67","22","32","10","204","66","3","1",36,12,153,49,157,51,61,20,,,,,,,,
"280226030006","ISLAND TREES HIGH SCHOOL","2017","15","2","1","0","12","2","126","17","69","9","541","72","0","0",82,11,371,50,378,50,199,27,,,,,,,,
"280227030000","WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT","2017","166","8","6","0","364","19","799","41","137","7","588","30","63","3",306,16,923,47,1034,53,960,49,,,,,,,,
"280227030002","CORNWELL AVENUE SCHOOL","2017","27","9","1","0","65","21","134","43","28","9","71","23","16","5",57,18,145,46,170,54,158,50,,,,,,,,
"280227030003","CHESTNUT STREET SCHOOL","2017","20","17","0","0","17","14","55","47","8","7","32","27","6","5",21,18,53,45,65,55,54,46,,,,,,,,
"280227030004","WEST HEMPSTEAD MIDDLE SCHOOL","2017","17","4","1","0","96","21","178","39","28","6","139","31","11","2",74,16,215,47,238,53,211,47,,,,,,,,
"280227030005","WEST HEMPSTEAD HIGH SCHOOL","2017","56","8","2","0","138","19","280","38","48","7","247","34","15","2",95,13,343,47,387,53,349,48,,,,,,,,
"280227030006","GEORGE WASHINGTON SCHOOL","2017","46","13","2","1","48","14","152","45","25","7","99","29","15","4",59,17,167,49,174,51,188,55,,,,,,,,
"280229020000","NORTH MERRICK UNION FREE SCHOOL DISTRICT","2017","20","2","5","0","33","3","130","11","73","6","962","79","13","1",155,13,602,50,614,50,116,10,,,,,,,,
"280229020001","CAMP AVENUE SCHOOL","2017","4","1","5","1","8","2","48","10","21","4","389","82","6","1",53,11,240,50,237,50,38,8,,,,,,,,
"280229020002","HAROLD D FAYETTE SCHOOL","2017","6","2","0","0","20","7","42","15","19","7","191","70","1","0",38,14,125,46,148,54,41,15,,,,,,,,
"280229020003","OLD MILL ROAD SCHOOL","2017","10","2","0","0","5","1","40","9","33","7","382","82","6","1",64,14,237,51,229,49,37,8,,,,,,,,
"280230020000","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","2017","133","9","5","0","575","38","432","29","361","24","72","5","54","4",138,9,704,47,795,53,640,43,,,,,,,,
"280230020001","CLEARSTREAM AVENUE SCHOOL","2017","48","12","2","1","164","42","133","34","65","17","11","3","13","3",13,3,181,47,207,53,175,45,,,,,,,,
"280230020002","FOREST ROAD SCHOOL","2017","19","6","1","0","131","39","48","14","125","37","20","6","15","4",65,19,153,45,187,55,125,37,,,,,,,,
"280230020003","SHAW AVENUE SCHOOL","2017","66","9","2","0","280","36","251","33","171","22","41","5","26","3",60,8,370,48,401,52,340,44,,,,,,,,
"280231020000","ISLAND PARK UNION FREE SCHOOL DISTRICT","2017","58","8","2","0","21","3","226","32","27","4","412","59","12","2",99,14,362,52,338,48,274,39,,,,,,,,
"280231020001","ISLAND PARK LINCOLN ORENS MIDDLE SCHOOL","2017","11","4","1","0","8","3","90","30","18","6","180","60","4","1",47,16,152,50,149,50,121,40,,,,,,,,
"280231020003","FRANCIS X HEGARTY ELEMENTARY SCHOOL","2017","47","12","1","0","13","3","136","34","9","2","232","58","8","2",52,13,210,53,189,47,153,38,,,,,,,,
"280251070000","VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT","2017","139","3","6","0","1343","30","1211","27","904","20","958","21","37","1",623,14,2144,48,2315,52,1525,34,,,,,,,,
"280251070001","VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL","2017","2","0","2","0","330","39","244","29","171","20","79","9","11","1",125,15,402,48,435,52,350,42,,,,,,,,
"280251070002","VALLEY STREAM NORTH HIGH SCHOOL","2017","121","9","0","0","269","20","318","24","227","17","532","39","5","0",202,15,640,47,711,53,339,25,,,,,,,,
"280251070003","VALLEY STREAM SOUTH HIGH SCHOOL","2017","8","1","3","0","331","26","358","28","309","24","270","21","9","1",156,12,620,48,660,52,421,33,,,,,,,,
"280251070004","VALLEY STREAM CENTRAL HIGH SCHOOL","2017","8","1","1","0","413","42","291","29","197","20","77","8","12","1",140,14,482,49,509,51,415,42,,,,,,,,
"280252070000","SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT","2017","264","3","2","0","2091","26","1482","18","1663","20","2905","36","32","0",1008,12,3988,49,4187,51,2816,34,,,,,,,,
"280252070002","ELMONT MEMORIAL HIGH SCHOOL","2017","66","4","1","0","1255","74","252","15","154","9","20","1","7","0",198,12,841,50,848,50,890,53,,,,,,,,
"280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL","2017","20","1","0","0","191","13","214","15","258","18","779","54","3","0",212,15,677,47,768,53,322,22,,,,,,,,
"280252070004","H FRANK CAREY HIGH SCHOOL","2017","11","1","0","0","49","3","249","15","149","9","1223","73","2","0",211,13,804,48,868,52,307,18,,,,,,,,
"280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL","2017","65","4","0","0","77","4","282","16","744","42","636","36","17","1",218,12,880,50,876,50,416,24,,,,,,,,
"280252070006","SEWANHAKA HIGH SCHOOL","2017","102","6","1","0","519","32","485","30","358","22","247","15","3","0",169,10,786,49,827,51,881,55,,,,,,,,
"280253070000","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","2017","28","1","18","0","107","2","438","8","319","6","4458","83","33","1",757,14,2653,49,2720,51,565,11,,,,,,,,
"280253070002","GRAND AVENUE MIDDLE SCHOOL","2017","9","1","4","0","18","2","95","10","66","7","749","79","16","2",137,14,472,50,476,50,117,12,,,,,,,,
"280253070004","MERRICK AVENUE MIDDLE SCHOOL","2017","3","0","3","0","15","2","81","10","39","5","670","82","9","1",123,15,408,50,409,50,64,8,,,,,,,,
"280253070005","SANFORD H CALHOUN HIGH SCHOOL","2017","8","1","4","0","23","2","114","9","84","7","1041","82","1","0",201,16,635,50,632,50,131,10,,,,,,,,
"280253070006","WELLINGTON C MEPHAM HIGH SCHOOL","2017","8","1","6","0","31","3","93","8","82","7","1003","82","7","1",174,14,606,50,616,50,162,13,,,,,,,,
"280253070007","JOHN F KENNEDY HIGH SCHOOL","2017","0","0","1","0","20","2","55","5","48","4","995","89","0","0",122,11,532,48,587,52,91,8,,,,,,,,
"280300010000","LONG BEACH CITY SCHOOL DISTRICT","2017","191","5","0","0","420","11","907","25","157","4","2198","59","15","0",562,15,1783,48,1914,52,1491,40,,,,,,,,
"280300010002","EAST ELEMENTARY SCHOOL","2017","29","8","0","0","40","11","108","29","12","3","210","57","1","0",44,12,179,48,192,52,147,40,,,,,,,,
"280300010003","LIDO ELEMENTARY SCHOOL","2017","29","7","0","0","42","11","113","28","18","5","221","56","4","1",35,9,186,47,212,53,163,41,,,,,,,,
"280300010004","WEST ELEMENTARY SCHOOL","2017","24","6","0","0","51","13","97","25","18","5","224","57","4","1",65,16,173,44,221,56,162,41,,,,,,,,
"280300010005","LINDELL BOULEVARD SCHOOL","2017","24","6","0","0","41","10","113","28","22","5","228","56","1","0",78,19,197,49,208,51,151,37,,,,,,,,
"280300010006","LONG BEACH MIDDLE SCHOOL","2017","32","4","0","0","94","12","159","20","36","5","496","63","1","0",120,15,386,49,400,51,289,37,,,,,,,,
"280300010008","LONG BEACH SENIOR HIGH SCHOOL","2017","53","4","0","0","152","11","317","24","51","4","819","61","4","0",220,16,662,49,681,51,579,43,,,,,,,,
"280401030000","WESTBURY UNION FREE SCHOOL DISTRICT","2017","1739","34","9","0","1255","25","3679","72","64","1","71","1","12","0",437,9,2485,49,2605,51,4323,85,,,,,,,,
"280401030001","PARK AVENUE SCHOOL","2017","406","47","0","0","239","28","621","72","4","0","4","0","0","0",63,7,395,46,473,54,778,90,,,,,,,,
"280401030002","DREXEL AVENUE SCHOOL","2017","232","39","2","0","35","6","529","89","10","2","16","3","2","0",54,9,293,49,301,51,521,88,,,,,,,,
"280401030003","DRYDEN STREET SCHOOL","2017","109","32","2","1","86","25","242","71","5","1","8","2","0","0",34,10,194,57,149,43,240,70,,,,,,,,
"280401030005","POWELLS LANE SCHOOL","2017","226","38","2","0","160","27","397","68","12","2","15","3","2","0",44,7,294,50,294,50,482,82,,,,,,,,
"280401030006","WESTBURY MIDDLE SCHOOL","2017","298","28","0","0","262","24","793","73","12","1","14","1","1","0",124,11,535,49,547,51,933,86,,,,,,,,
"280401030007","WESTBURY HIGH SCHOOL","2017","468","29","3","0","473","29","1097","68","21","1","14","1","7","0",118,7,774,48,841,52,1369,85,,,,,,,,
"280402030000","EAST WILLISTON UNION FREE SCHOOL DISTRICT","2017","50","3","2","0","12","1","101","6","398","24","1139","68","30","2",182,11,787,47,895,53,115,7,,,,,,,,
"280402030001","NORTH SIDE SCHOOL","2017","20","4","2","0","3","1","39","7","153","27","344","61","25","4",46,8,261,46,305,54,32,6,,,,,,,,
"280402030002","WILLETS ROAD SCHOOL","2017","15","4","0","0","3","1","26","7","98","25","264","67","3","1",43,11,173,44,221,56,33,8,,,,,,,,
"280402030003","WHEATLEY SCHOOL","2017","15","2","0","0","6","1","36","5","147","20","531","74","2","0",93,13,353,49,369,51,50,7,,,,,,,,
"280403030000","ROSLYN UNION FREE SCHOOL DISTRICT","2017","91","3","2","0","101","3","225","7","511","16","2238","72","21","1",297,10,1516,49,1582,51,383,12,,,,,,,,
"280403030004","EAST HILLS ELEMENTARY SCHOOL","2017","27","5","1","0","34","7","46","9","90","18","323","65","5","1",40,8,251,50,248,50,85,17,,,,,,,,
"280403030006","ROSLYN HEIGHTS ELEMENTARY SCHOOL","2017","26","9","1","0","15","5","27","9","56","19","191","65","6","2",30,10,150,51,146,49,43,15,,,,,,,,
"280403030007","HARBOR HILL SCHOOL","2017","17","3","0","0","8","2","21","4","65","13","397","81","2","0",39,8,263,53,230,47,31,6,,,,,,,,
"280403030008","ROSLYN HIGH SCHOOL","2017","12","1","0","0","24","2","75","7","192","18","772","72","3","0",106,10,493,46,573,54,141,13,,,,,,,,
"280403030009","ROSLYN MIDDLE SCHOOL","2017","9","1","0","0","20","3","56","8","108","15","555","75","5","1",82,11,359,48,385,52,83,11,,,,,,,,
"280404030000","PORT WASHINGTON UNION FREE SCHOOL DISTRICT","2017","473","9","5","0","81","2","1097","20","596","11","3424","64","177","3",771,14,2625,49,2755,51,1003,19,,,,,,,,
"280404030002","GUGGENHEIM ELEMENTARY SCHOOL","2017","70","12","0","0","4","1","109","19","77","13","364","63","22","4",84,15,264,46,312,54,108,19,,,,,,,,
"280404030004","MANORHAVEN ELEMENTARY SCHOOL","2017","140","28","1","0","4","1","185","37","74","15","218","43","22","4",79,16,248,49,256,51,160,32,,,,,,,,
"280404030005","JOHN J DALY ELEMENTARY SCHOOL","2017","44","10","1","0","9","2","87","20","43","10","279","63","21","5",80,18,230,52,210,48,88,20,,,,,,,,
"280404030006","SOUTH SALEM ELEMENTARY SCHOOL","2017","33","8","0","0","5","1","79","18","37","8","291","67","25","6",68,16,226,52,211,48,65,15,,,,,,,,
"280404030007","JOHN PHILIP SOUSA ELEMENTARY SCHOOL","2017","30","5","0","0","0","0","83","14","38","7","423","73","39","7",101,17,268,46,315,54,68,12,,,,,,,,
"280404030008","CARRIE PALMER WEBER MIDDLE SCHOOL","2017","51","4","2","0","21","2","202","17","143","12","812","67","32","3",200,17,574,47,638,53,189,16,,,,,,,,
"280404030009","PAUL D SCHREIBER SENIOR HIGH SCHOOL","2017","105","6","1","0","38","2","352","22","184","11","1037","64","16","1",159,10,815,50,813,50,325,20,,,,,,,,
"280405020000","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","2017","113","7","4","0","12","1","279","16","870","51","504","29","41","2",189,11,820,48,890,52,340,20,,,,,,,,
"280405020001","GARDEN CITY PARK SCHOOL","2017","33","11","0","0","3","1","71","24","147","50","66","23","5","2",46,16,141,48,151,52,84,29,,,,,,,,
"280405020002","NEW HYDE PARK ROAD SCHOOL","2017","38","7","0","0","6","1","91","17","231","44","179","34","22","4",61,12,231,44,298,56,110,21,,,,,,,,
"280405020003","HILLSIDE GRADE SCHOOL","2017","42","8","1","0","3","1","83","15","341","62","108","20","14","3",49,9,268,49,282,51,117,21,,,,,,,,
"280405020004","MANOR OAKS WILLIAM BOWIE SCHOOL","2017","0","0","3","1","0","0","34","10","151","45","151","45","0","0",33,10,180,53,159,47,29,9,,,,,,,,
"280406030000","MANHASSET UNION FREE SCHOOL DISTRICT","2017","65","2","1","0","84","3","207","6","688","21","2265","69","58","2",395,12,1587,48,1716,52,230,7,,,,,,,,
"280406030002","MANHASSET SECONDARY SCHOOL","2017","21","2","0","0","27","2","61","5","237","20","822","71","18","2",160,14,590,51,575,49,82,7,,,,,,,,
"280406030003","MUNSEY PARK ELEMENTARY SCHOOL","2017","0","0","1","0","29","3","64","7","161","18","602","69","17","2",74,8,415,47,459,53,46,5,,,,,,,,
"280406030004","SHELTER ROCK ELEMENTARY SCHOOL","2017","38","5","0","0","17","2","61","8","185","25","444","61","19","3",93,13,337,46,389,54,61,8,,,,,,,,
"280406030005","MANHASSET MIDDLE SCHOOL","2017","6","1","0","0","11","2","21","4","105","20","397","74","4","1",68,13,245,46,293,54,41,8,,,,,,,,
"280407030000","GREAT NECK UNION FREE SCHOOL DISTRICT","2017","340","5","1","0","71","1","575","9","2358","37","3305","51","128","2",986,15,3066,48,3372,52,1161,18,,,,,,,,
"280407030006","E M BAKER SCHOOL","2017","30","5","0","0","4","1","56","9","225","35","338","53","18","3",72,11,304,47,337,53,109,17,,,,,,,,
"280407030007","JOHN F KENNEDY SCHOOL","2017","45","9","0","0","8","2","95","20","55","12","312","66","5","1",111,23,215,45,260,55,138,29,,,,,,,,
"280407030008","LAKEVILLE ELEMENTARY SCHOOL","2017","49","7","0","0","12","2","63","9","486","66","157","21","23","3",89,12,372,50,369,50,98,13,,,,,,,,
"280407030009","EARLY CHILDHOOD CENTER","2017","20","16","0","0","2","2","17","13","69","54","33","26","6","5",27,21,52,41,75,59,23,18,,,,,,,,
"280407030010","SADDLE ROCK SCHOOL","2017","27","5","0","0","2","0","33","6","140","25","356","64","21","4",83,15,254,46,298,54,58,11,,,,,,,,
"280407030012","GREAT NECK NORTH MIDDLE SCHOOL","2017","35","5","0","0","7","1","64","8","122","16","566","73","12","2",147,19,384,50,387,50,145,19,,,,,,,,
"280407030013","GREAT NECK SOUTH MIDDLE SCHOOL","2017","25","3","1","0","10","1","60","8","450","58","241","31","15","2",108,14,361,46,416,54,142,18,,,,,,,,
"280407030014","GREAT NECK SOUTH HIGH SCHOOL","2017","55","5","0","0","20","2","104","9","638","53","413","35","18","2",126,11,550,46,643,54,227,19,,,,,,,,
"280407030015","GREAT NECK NORTH HIGH SCHOOL","2017","54","5","0","0","6","1","76","7","170","15","862","77","10","1",196,17,555,49,569,51,219,19,,,,,,,,
"280407030016","VILLAGE SCHOOL","2017","0","0","0","0","0","0","7","19","3","8","27","73","0","0",27,73,19,51,18,49,2,5,,,,,,,,
"280409030000","HERRICKS UNION FREE SCHOOL DISTRICT","2017","210","5","1","0","26","1","245","6","2384","61","1182","30","51","1",504,13,1862,48,2027,52,428,11,,,,,,,,
